Station,Zip,Location,ann-tmin-prbfst-t24Fp50.txt,ann-tmin-prbfst-t24Fp60.txt,ann-tmin-prbfst-t24Fp70.txt,ann-tmin-prbfst-t24Fp80.txt,ann-tmin-prbfst-t24Fp90.txt,ann-tmin-prbfst-t28Fp50.txt,ann-tmin-prbfst-t28Fp60.txt,ann-tmin-prbfst-t28Fp70.txt,ann-tmin-prbfst-t28Fp80.txt,ann-tmin-prbfst-t28Fp90.txt,ann-tmin-prbfst-t32Fp50.txt,ann-tmin-prbfst-t32Fp60.txt,ann-tmin-prbfst-t32Fp70.txt,ann-tmin-prbfst-t32Fp80.txt,ann-tmin-prbfst-t32Fp90.txt,ann-tmin-prblst-t24Fp50.txt,ann-tmin-prblst-t24Fp60.txt,ann-tmin-prblst-t24Fp70.txt,ann-tmin-prblst-t24Fp80.txt,ann-tmin-prblst-t24Fp90.txt,ann-tmin-prblst-t28Fp50.txt,ann-tmin-prblst-t28Fp60.txt,ann-tmin-prblst-t28Fp70.txt,ann-tmin-prblst-t28Fp80.txt,ann-tmin-prblst-t28Fp90.txt,ann-tmin-prblst-t32Fp50.txt,ann-tmin-prblst-t32Fp60.txt,ann-tmin-prblst-t32Fp70.txt,ann-tmin-prblst-t32Fp80.txt,ann-tmin-prblst-t32Fp90.txt
USC00160945,70427,Bogalusa,12/26R,01/01R,01/05R,01/13R,01/25R,12/11R,12/17R,12/23R,12/31R,01/08R,11/27R,12/01R,12/04R,12/08R,12/20R,01/30R,01/24R,01/16R,01/07R,12/29R,02/16R,02/09R,02/04R,01/30R,01/19R,03/05R,03/01R,02/25R,02/19R,02/10R
USC00161232,71447,Lena,12/31S,01/04S,01/10S,01/17S,01/27S,12/22S,12/27S,01/01S,01/06S,01/17S,12/05S,12/09S,12/14S,12/21S,12/30S,01/19S,01/13S,01/07S,01/02S,12/24S,02/02S,01/29S,01/23S,01/16S,01/05S,02/22S,02/17S,02/12S,02/04S,01/28S
USC00161246,70719,Brusly,12/23R,12/28R,01/02R,01/10R,01/25R,12/07R,12/12R,12/18R,12/26R,01/05R,11/24R,11/28R,12/01R,12/05R,12/14R,01/27R,01/19R,01/11R,01/02R,12/25R,02/14R,02/07R,02/02R,01/28R,01/16R,03/03R,02/28R,02/23R,02/17R,02/08R
USC00161287,71322,Bunkie,12/27S,01/01S,01/06S,01/14S,01/25S,12/14S,12/21S,12/26S,01/02S,01/12S,11/30S,12/03S,12/07S,12/13S,12/24S,01/23S,01/16S,01/09S,01/01S,12/24S,02/07S,02/02S,01/29S,01/22S,01/10S,02/28S,02/24S,02/19S,02/12S,02/02S
USC00161411,71225,Calhoun,12/05S,12/09S,12/15S,12/22S,01/01S,11/22S,11/26S,11/30S,12/03S,12/10S,11/07S,11/12S,11/16S,11/20S,11/28S,02/20S,02/15S,02/09S,02/02S,01/27S,03/09S,03/04S,02/28S,02/24S,02/16S,03/27S,03/23S,03/18S,03/13S,03/04S
USC00161565,70721,Carville,12/30S,01/03S,01/09S,01/18S,01/30S,12/25S,12/30S,01/03S,01/10S,01/24S,12/11S,12/16S,12/22S,12/28S,01/06S,01/14S,01/06S,12/31S,12/26S,12/18S,01/29S,01/23S,01/16S,01/06S,12/27S,02/13S,02/07S,02/02S,01/29S,01/18S
USC00161899,70722,Clinton,12/19S,12/24S,12/30S,01/05S,01/16S,12/03S,12/06S,12/11S,12/19S,12/31S,11/19S,11/23S,11/28S,12/02S,12/08S,02/07S,02/02S,01/29S,01/21S,01/08S,02/28S,02/24S,02/18S,02/09S,02/01S,03/17S,03/12S,03/06S,02/28S,02/21S
USC00161979,71418,Columbia,12/14R,12/19R,12/25R,01/01R,01/11R,12/01R,12/03R,12/07R,12/12R,12/22R,11/17R,11/21R,11/24R,11/29R,12/04R,02/10R,02/04R,01/31R,01/23R,01/10R,02/28R,02/24R,02/19R,02/13R,02/04R,03/16R,03/12R,03/07R,03/02R,02/25R
USC00162151,70435,Covington,12/21S,12/27S,01/01S,01/08S,01/21S,12/03S,12/06S,12/12S,12/21S,01/01S,11/19S,11/23S,11/28S,12/02S,12/08S,02/04S,01/31S,01/26S,01/16S,01/01S,02/27S,02/21S,02/16S,02/08S,01/30S,03/17S,03/13S,03/07S,02/28S,02/21S
USC00162212,70526,Crowley,12/28S,01/01S,01/07S,01/17S,01/31S,12/19S,12/25S,12/30S,01/06S,01/18S,12/04S,12/08S,12/13S,12/21S,01/01S,01/20S,01/12S,01/04S,12/30S,12/22S,02/04S,01/31S,01/25S,01/16S,01/02S,02/24S,02/20S,02/13S,02/05S,01/29S
USC00162361,70633,Dequincy,12/25R,12/30R,01/03R,01/11R,01/24R,12/07R,12/12R,12/20R,12/28R,01/05R,11/23R,11/27R,12/01R,12/05R,12/14R,01/29R,01/23R,01/15R,01/07R,12/29R,02/20R,02/12R,02/04R,01/30R,01/20R,03/09R,03/04R,02/28R,02/22R,02/12R
USC00162367,70634,Deridder,12/26S,12/31S,01/04S,01/12S,01/25S,12/10S,12/15S,12/23S,12/31S,01/07S,11/28S,12/01S,12/04S,12/08S,12/17S,01/27S,01/20S,01/12S,01/03S,12/25S,02/14S,02/07S,02/01S,01/28S,01/16S,03/02S,02/26S,02/22S,02/17S,02/06S
USC00162534,70346,Donaldsonville,12/30C,01/03C,01/10C,01/19C,02/01C,12/22C,12/28C,01/01C,01/09C,01/21C,12/07C,12/12C,12/17C,12/24C,01/02C,01/21C,01/14C,01/06C,12/31C,12/22C,02/03C,01/31C,01/25C,01/16C,01/02C,02/25C,02/20C,02/13C,02/05C,01/29C
USC00162800,71463,Oakdale,12/24R,12/30R,01/03R,01/10R,01/23R,12/06R,12/11R,12/17R,12/26R,01/03R,11/24R,11/28R,12/01R,12/05R,12/13R,01/31R,01/28R,01/20R,01/11R,12/31R,02/20R,02/14R,02/07R,01/31R,01/25R,03/07R,03/02R,02/27R,02/22R,02/14R
USC00162981,70535,Eunice,12/29S,01/01S,01/07S,01/15S,01/27S,12/18S,12/24S,12/30S,01/04S,01/15S,12/02S,12/05S,12/10S,12/17S,12/28S,01/20S,01/13S,01/07S,12/31S,12/23S,02/03S,01/31S,01/26S,01/18S,01/05S,02/24S,02/20S,02/14S,02/05S,01/29S
USC00163079,71241,Farmerville,12/11R,12/17R,12/24R,12/30R,01/09R,11/29R,12/01R,12/05R,12/10R,12/19R,11/16R,11/20R,11/23R,11/27R,12/03R,02/12R,02/05R,01/31R,01/25R,01/13R,03/02R,02/26R,02/21R,02/15R,02/06R,03/16R,03/12R,03/08R,03/02R,02/25R
USC00163313,70514,Baldwin,12/29S,01/02S,01/07S,01/16S,01/30S,12/24S,12/29S,01/02S,01/10S,01/23S,12/10S,12/15S,12/21S,12/28S,01/06S,01/10S,01/05S,12/31S,12/25S,12/17S,01/27S,01/21S,01/13S,01/04S,12/25S,02/14S,02/06S,02/01S,01/27S,01/16S
USC00163327,70438,Franklinton,12/21R,12/28R,01/02R,01/10R,01/26R,12/04R,12/08R,12/14R,12/24R,01/03R,11/19R,11/24R,11/29R,12/03R,12/11R,02/03R,01/30R,01/23R,01/12R,12/30R,02/22R,02/18R,02/12R,02/05R,01/28R,03/12R,03/06R,03/01R,02/25R,02/18R
USC00163433,70345,Cut Off,01/01S,01/05S,01/11S,01/21S,02/01S,12/30S,01/02S,01/07S,01/16S,01/30S,12/18S,12/24S,12/30S,01/04S,01/14S,01/10S,01/05S,12/31S,12/26S,12/17S,01/26S,01/19S,01/11S,01/02S,12/24S,02/10S,02/04S,01/30S,01/24S,01/10S
USC00163800,70570,Opelousas,12/26S,12/31S,01/05S,01/14S,01/29S,12/11S,12/17S,12/24S,01/01S,01/11S,11/28S,12/01S,12/05S,12/09S,12/20S,01/25S,01/17S,01/09S,12/31S,12/23S,02/11S,02/05S,01/31S,01/24S,01/13S,03/03S,02/27S,02/22S,02/15S,02/04S
USC00163979,70631,Cameron,01/01R,01/05R,01/11R,01/20R,01/31R,12/30R,01/03R,01/10R,01/18R,02/01R,12/21R,12/27R,01/01R,01/08R,01/18R,01/08R,01/03R,12/31R,12/26R,12/18R,01/21R,01/14R,01/07R,12/31R,12/24R,02/04R,01/31R,01/26R,01/17R,01/07R
USC00164030,70401,Hammond,12/24S,12/29S,01/03S,01/11S,01/25S,12/06S,12/11S,12/18S,12/26S,01/05S,11/23S,11/27S,12/01S,12/04S,12/12S,01/31S,01/28S,01/20S,01/10S,12/30S,02/20S,02/14S,02/07S,02/01S,01/24S,03/08S,03/03S,02/27S,02/21S,02/13S
USC00164407,70360,Houma,12/31R,01/03R,01/08R,01/16R,01/26R,12/27R,01/01R,01/05R,01/12R,01/25R,12/14R,12/20R,12/26R,01/01R,01/10R,01/08R,01/03R,12/31R,12/25R,12/16R,01/23R,01/16R,01/08R,12/31R,12/22R,02/06R,02/01R,01/29R,01/22R,01/09R
USC00164674,70544,Jeanerette,12/30S,01/02S,01/07S,01/17S,01/29S,12/25S,12/30S,01/04S,01/12S,01/26S,12/10S,12/15S,12/22S,12/30S,01/07S,01/08S,01/03S,12/31S,12/25S,12/17S,01/27S,01/20S,01/12S,01/03S,12/25S,02/13S,02/06S,02/01S,01/27S,01/16S
USC00164696,71371,Trout,12/11R,12/16R,12/23R,12/30R,01/08R,11/26R,11/30R,12/03R,12/08R,12/16R,11/11R,11/15R,11/19R,11/25R,12/01R,02/14R,02/06R,02/01R,01/28R,01/16R,03/06R,03/01R,02/25R,02/19R,02/08R,03/24R,03/19R,03/14R,03/07R,02/27R
USC00164700,70546,Jennings,12/30C,01/02C,01/08C,01/18C,01/31C,12/22C,12/28C,01/01C,01/08C,01/22C,12/06C,12/10C,12/16C,12/24C,01/02C,01/15C,01/08C,01/02C,12/29C,12/20C,01/31C,01/27C,01/20C,01/11C,12/31C,02/21C,02/15C,02/08C,02/01C,01/25C
USC00164739,71343,Jonesville,12/27S,12/31S,01/05S,01/13S,01/27S,12/13S,12/18S,12/25S,01/01S,01/10S,12/01S,12/03S,12/07S,12/12S,12/22S,01/26S,01/19S,01/11S,01/03S,12/26S,02/14S,02/06S,01/31S,01/24S,01/13S,03/03S,02/28S,02/23S,02/16S,02/04S
USC00165021,70506,Lafayette,12/28R,01/01R,01/07R,01/17R,01/30R,12/13R,12/20R,12/27R,01/03R,01/13R,11/29R,12/02R,12/06R,12/12R,12/24R,01/25R,01/18R,01/10R,01/01R,12/24R,02/09R,02/02R,01/29R,01/22R,01/10R,02/28R,02/24R,02/19R,02/11R,02/01R
USC00165065,70549,Lake Arthur,01/01R,01/04R,01/10R,01/20R,02/01R,12/29R,01/02R,01/08R,01/18R,02/01R,12/20R,12/25R,12/30R,01/05R,01/16R,01/10R,01/04R,12/31R,12/26R,12/17R,01/27R,01/19R,01/10R,12/31R,12/24R,02/09R,02/04R,01/31R,01/23R,01/08R
USC00165090,71254,Lake Providenc,12/23C,12/29C,01/01C,01/08C,01/19C,12/06C,12/11C,12/17C,12/24C,01/01C,11/23C,11/27C,12/01C,12/04C,12/12C,02/02C,01/30C,01/25C,01/16C,01/04C,02/20C,02/16C,02/10C,02/03C,01/28C,03/06C,03/03C,02/28C,02/23C,02/16C
USC00165266,71446,Leesville,12/09S,12/15S,12/22S,12/30S,01/07S,11/26S,12/01S,12/04S,12/08S,12/17S,11/10S,11/15S,11/20S,11/25S,12/02S,02/11S,02/04S,01/31S,01/25S,01/12S,03/03S,02/27S,02/22S,02/16S,02/04S,03/23S,03/18S,03/13S,03/06S,02/26S
USC00165296,70510,Abbeville,12/31R,01/03R,01/08R,01/18R,01/28R,12/27R,01/01R,01/05R,01/14R,01/26R,12/15R,12/21R,12/27R,01/01R,01/10R,01/07R,01/03R,12/31R,12/25R,12/16R,01/23R,01/16R,01/09R,01/02R,12/24R,02/08R,02/03R,01/31R,01/24R,01/13R
USC00165527,71049,Logansport,12/06R,12/11R,12/17R,12/25R,01/03R,11/23R,11/27R,12/01R,12/05R,12/12R,11/10R,11/14R,11/18R,11/23R,11/30R,02/15R,02/08R,02/02R,01/28R,01/18R,03/04R,02/28R,02/24R,02/19R,02/09R,03/20R,03/16R,03/12R,03/05R,02/27R
USC00165620,70820,Baton Rouge,12/27S,01/01S,01/06S,01/15S,01/29S,12/13S,12/19S,12/25S,01/01S,01/12S,11/29S,12/02S,12/05S,12/11S,12/21S,01/25S,01/17S,01/09S,12/31S,12/23S,02/11S,02/04S,01/31S,01/24S,01/12S,03/02S,02/26S,02/21S,02/14S,02/05S
USC00165624,70083,Port Sulphur,01/01R,01/06R,01/11R,01/19R,01/28R,12/31R,01/04R,01/10R,01/18R,01/30R,12/24R,12/29R,01/02R,01/09R,01/21R,01/09R,01/04R,12/31R,12/26R,12/17R,01/21R,01/15R,01/07R,12/31R,12/22R,02/04R,01/31R,01/26R,01/17R,01/04R
USC00165630,71302,Alexandria,12/25S,12/31S,01/04S,01/12S,01/24S,12/09S,12/14S,12/21S,12/29S,01/06S,11/26S,11/29S,12/02S,12/06S,12/16S,01/26S,01/19S,01/13S,01/04S,12/26S,02/10S,02/04S,01/31S,01/26S,01/15S,03/02S,02/26S,02/21S,02/15S,02/05S
USC00165874,71052,Mansfield,12/13R,12/18R,12/25R,01/01R,01/09R,12/01R,12/04R,12/07R,12/12R,12/20R,11/17R,11/21R,11/26R,12/01R,12/05R,02/13R,02/05R,01/31R,01/25R,01/13R,03/03R,02/27R,02/22R,02/16R,02/04R,03/22R,03/17R,03/12R,03/06R,02/26R
USC00165926,70067,Lafitte,01/01R,01/04R,01/09R,01/16R,01/25R,12/28R,01/01R,01/05R,01/12R,01/22R,12/15R,12/21R,12/27R,01/01R,01/10R,01/12R,01/07R,01/01R,12/29R,12/20R,01/26R,01/21R,01/14R,01/06R,12/29R,02/10R,02/05R,02/02R,01/28R,01/17R
USC00166244,71055,Minden,12/09S,12/14S,12/20S,12/27S,01/04S,11/27S,12/01S,12/03S,12/08S,12/15S,11/12S,11/17S,11/21S,11/26S,12/01S,02/19S,02/14S,02/07S,01/31S,01/24S,03/09S,03/04S,02/28S,02/22S,02/15S,03/26S,03/21S,03/16S,03/11S,03/02S
USC00166314,71203,Monroe,12/08S,12/13S,12/20S,12/28S,01/06S,11/24S,11/28S,12/01S,12/05S,12/13S,11/10S,11/14S,11/18S,11/22S,11/28S,02/14S,02/08S,02/03S,01/30S,01/21S,02/28S,02/25S,02/20S,02/15S,02/06S,03/15S,03/11S,03/07S,03/02S,02/25S
USC00166394,70342,Berwick,01/01S,01/06S,01/12S,01/22S,02/03S,12/31S,01/03S,01/09S,01/18S,02/01S,12/23S,12/27S,01/01S,01/07S,01/20S,01/09S,01/03S,12/31S,12/27S,12/18S,01/22S,01/14S,01/06S,12/31S,12/22S,02/04S,01/31S,01/26S,01/17S,01/03S
USC00166582,71457,Natchitoches,12/29S,01/01S,01/07S,01/15S,01/27S,12/13S,12/20S,12/26S,01/01S,01/10S,11/30S,12/02S,12/06S,12/11S,12/21S,01/28S,01/22S,01/14S,01/06S,12/29S,02/13S,02/06S,02/01S,01/28S,01/16S,03/03S,02/28S,02/23S,02/17S,02/08S
USC00166657,70560,New Iberia,12/30R,01/02R,01/07R,01/16R,01/29R,12/24R,12/30R,01/03R,01/10R,01/25R,12/09R,12/13R,12/20R,12/27R,01/05R,01/11R,01/05R,12/31R,12/26R,12/18R,01/29R,01/24R,01/15R,01/05R,12/27R,02/19R,02/11R,02/04R,01/29R,01/18R
USC00166686,70783,Ventress,12/29S,01/02S,01/07S,01/16S,01/28S,12/17S,12/23S,12/29S,01/03S,01/14S,12/02S,12/05S,12/09S,12/15S,12/26S,01/23S,01/16S,01/09S,12/31S,12/23S,02/06S,02/01S,01/28S,01/21S,01/08S,03/01S,02/24S,02/18S,02/10S,02/01S
USC00166938,70655,Oberlin,12/29S,01/01S,01/06S,01/15S,01/30S,12/16S,12/23S,12/29S,01/03S,01/14S,12/01S,12/04S,12/07S,12/14S,12/25S,01/21S,01/14S,01/06S,12/31S,12/22S,02/06S,02/01S,01/28S,01/20S,01/07S,02/27S,02/23S,02/18S,02/10S,01/31S
USC00166978,71465,Olla,12/11R,12/17R,12/23R,12/30R,01/07R,11/27R,12/01R,12/04R,12/09R,12/18R,11/12R,11/16R,11/21R,11/26R,12/02R,02/14R,02/07R,02/01R,01/28R,01/17R,03/03R,02/27R,02/23R,02/17R,02/06R,03/21R,03/16R,03/11R,03/04R,02/25R
USC00167344,71064,Plain Dealing,12/05R,12/09R,12/15R,12/22R,12/31R,11/22R,11/26R,12/01R,12/04R,12/10R,11/07R,11/12R,11/16R,11/21R,11/28R,02/22R,02/17R,02/11R,02/04R,01/29R,03/09R,03/05R,03/01R,02/25R,02/18R,03/25R,03/22R,03/18R,03/13R,03/05R
USC00167691,71269,Rayville,12/23R,12/28R,01/02R,01/09R,01/19R,12/05R,12/10R,12/16R,12/25R,01/02R,11/22R,11/26R,12/01R,12/04R,12/12R,01/31R,01/27R,01/20R,01/12R,12/31R,02/20R,02/14R,02/08R,02/01R,01/25R,03/07R,03/03R,02/28R,02/22R,02/14R
USC00167738,71112,Bossier City,12/17S,12/23S,12/29S,01/04S,01/14S,12/03S,12/06S,12/10S,12/17S,12/26S,11/20S,11/24S,11/28S,12/01S,12/06S,02/03S,01/31S,01/26S,01/17S,01/05S,02/25S,02/19S,02/14S,02/06S,01/30S,03/12S,03/07S,03/02S,02/26S,02/19S
USC00167767,70084,Reserve,01/01S,01/05S,01/11S,01/20S,02/01S,12/27S,01/01S,01/05S,01/13S,01/28S,12/14S,12/20S,12/25S,01/01S,01/08S,01/14S,01/07S,01/02S,12/29S,12/21S,01/29S,01/23S,01/15S,01/06S,12/29S,02/14S,02/07S,02/02S,01/28S,01/16S
USC00167932,70643,Grand Chenier,12/30S,01/02S,01/07S,01/17S,01/30S,12/28S,01/01S,01/06S,01/14S,01/29S,12/15S,12/21S,12/27S,01/02S,01/12S,01/07S,01/02S,12/30S,12/24S,12/17S,01/25S,01/17S,01/09S,01/02S,12/24S,02/08S,02/03S,01/30S,01/23S,01/10S
USC00168046,71446,Leesville,12/23S,12/28S,01/01S,01/07S,01/19S,12/04S,12/08S,12/13S,12/21S,01/01S,11/22S,11/25S,11/29S,12/03S,12/09S,02/01S,01/29S,01/23S,01/14S,01/02S,02/24S,02/18S,02/10S,02/03S,01/27S,03/13S,03/08S,03/02S,02/25S,02/18S
USC00168067,71270,Ruston,12/07R,12/12R,12/18R,12/25R,01/02R,11/26R,11/30R,12/03R,12/07R,12/15R,11/13R,11/17R,11/21R,11/25R,12/01R,02/17R,02/11R,02/05R,01/31R,01/23R,03/06R,03/02R,02/26R,02/20R,02/12R,03/23R,03/19R,03/14R,03/08R,02/28R
USC00168108,70085,Saint Bernard,12/31R,01/03R,01/08R,01/15R,01/28R,12/27R,01/01R,01/05R,01/11R,01/22R,12/15R,12/20R,12/26R,01/01R,01/09R,01/09R,01/05R,12/31R,12/25R,12/17R,01/25R,01/18R,01/11R,01/02R,12/23R,02/11R,02/05R,01/31R,01/25R,01/13R
USC00168163,71357,Newellton,12/22S,12/27S,01/01S,01/08S,01/20S,12/05S,12/09S,12/14S,12/22S,01/01S,11/20S,11/24S,11/28S,12/02S,12/09S,01/31S,01/28S,01/21S,01/13S,12/31S,02/20S,02/15S,02/08S,02/01S,01/25S,03/06S,03/02S,02/27S,02/23S,02/15S
USC00168539,70458,Slidell,12/30S,01/02S,01/08S,01/16S,01/28S,12/18S,12/24S,12/30S,01/05S,01/16S,12/02S,12/05S,12/10S,12/17S,12/29S,01/22S,01/15S,01/08S,01/01S,12/24S,02/07S,02/02S,01/30S,01/22S,01/10S,02/27S,02/23S,02/18S,02/12S,02/04S
USC00168543,70460,Slidell,12/28R,01/01R,01/07R,01/15R,01/28R,12/12R,12/18R,12/25R,01/01R,01/11R,11/26R,12/01R,12/04R,12/09R,12/22R,01/27R,01/21R,01/13R,01/04R,12/26R,02/15R,02/08R,02/02R,01/29R,01/16R,03/05R,03/01R,02/25R,02/19R,02/10R
USC00168923,71282,Tallulah,12/20S,12/26S,01/01S,01/06S,01/17S,12/04S,12/07S,12/12S,12/20S,12/30S,11/21S,11/24S,11/29S,12/02S,12/09S,02/03S,01/31S,01/26S,01/17S,01/04S,02/22S,02/18S,02/12S,02/05S,01/29S,03/09S,03/04S,02/28S,02/24S,02/17S
USC00168941,70114,New Orleans,01/01R,01/05R,01/12R,01/20R,01/29R,01/01R,01/04R,01/10R,01/18R,01/31R,12/23R,12/28R,01/01R,01/07R,01/18R,01/08R,01/03R,12/31R,12/25R,12/16R,01/21R,01/14R,01/07R,12/31R,12/23R,02/04R,01/31R,01/26R,01/18R,01/06R
USC00169013,70301,Thibodaux,12/30R,01/02R,01/07R,01/16R,01/27R,12/23R,12/28R,01/01R,01/08R,01/21R,12/08R,12/13R,12/18R,12/26R,01/04R,01/13R,01/07R,01/01R,12/28R,12/19R,01/30R,01/24R,01/17R,01/08R,12/28R,02/19R,02/12R,02/05R,01/31R,01/20R
USC00169803,71483,Winnfield,12/06R,12/11R,12/18R,12/27R,01/05R,11/23R,11/27R,12/01R,12/05R,12/14R,11/09R,11/13R,11/18R,11/23R,12/01R,02/13R,02/06R,01/31R,01/27R,01/16R,03/01R,02/26R,02/22R,02/16R,02/05R,03/19R,03/14R,03/09R,03/03R,02/25R
USC00169806,71295,Winnsboro,12/19S,12/25S,12/30S,01/05S,01/16S,12/01S,12/05S,12/09S,12/16S,12/27S,11/18S,11/22S,11/26S,11/30S,12/05S,02/04S,01/31S,01/27S,01/18S,01/06S,02/25S,02/20S,02/14S,02/07S,01/30S,03/12S,03/08S,03/03S,02/27S,02/21S
USC00170100,04609,Bar Harbor,11/13S,11/16S,11/19S,11/22S,11/27S,11/01S,11/03S,11/06S,11/10S,11/15S,10/19S,10/22S,10/25S,10/29S,11/01S,04/04S,04/02S,03/31S,03/29S,03/23S,04/14S,04/12S,04/09S,04/06S,04/03S,04/28S,04/25S,04/22S,04/19S,04/15S
USC00170200,04774,Saint Francis,10/09R,10/12R,10/15R,10/18R,10/23R,09/28R,10/01R,10/03R,10/05R,10/10R,-4444R,-4444R,-4444R,-4444R,-4444R,05/06R,05/03R,04/30R,04/28R,04/23R,05/23R,05/19R,05/16R,05/12R,05/07R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00170398,04414,Brownville,10/21R,10/24R,10/27R,11/01R,11/05R,10/09R,10/11R,10/14R,10/18R,10/24R,09/30R,10/01R,10/04R,10/06R,10/10R,04/17R,04/14R,04/11R,04/07R,04/05R,04/30R,04/28R,04/26R,04/23R,04/18R,05/14R,05/11R,05/08R,05/05R,04/30R
USC00170480,04915,Belfast,11/01S,11/03S,11/06S,11/10S,11/17S,10/17S,10/20S,10/23S,10/28S,11/02S,10/06S,10/08S,10/11S,10/13S,10/18S,04/09S,04/07S,04/05S,04/03S,03/31S,04/25S,04/22S,04/19S,04/16S,04/11S,05/07S,05/04S,05/02S,04/30S,04/27S
USC00170814,04478,Rockwood,10/21S,10/24S,10/27S,10/31S,11/03S,10/09S,10/12S,10/14S,10/18S,10/23S,09/29S,10/01S,10/03S,10/06S,10/09S,04/28S,04/26S,04/23S,04/19S,04/14S,05/11S,05/08S,05/05S,05/02S,04/28S,05/24S,05/21S,05/18S,05/15S,05/10S
USC00170833,04735,Bridgewater,10/14S,10/16S,10/19S,10/24S,10/30S,10/01S,10/03S,10/06S,10/09S,10/14S,09/16S,09/20S,09/23S,09/27S,10/01S,04/28S,04/25S,04/22S,04/18S,04/13S,05/10S,05/07S,05/04S,05/01S,04/27S,05/26S,05/23S,05/19S,05/15S,05/09S
USC00170844,04009,Bridgton,10/25S,10/29S,11/01S,11/05S,11/11S,10/11S,10/14S,10/17S,10/21S,10/28S,10/01S,10/03S,10/06S,10/09S,10/13S,04/16S,04/12S,04/09S,04/07S,04/04S,04/28S,04/26S,04/24S,04/22S,04/17S,05/10S,05/07S,05/05S,05/02S,04/29S
USC00171472,00125,Northwest Aroo,10/08R,10/11R,10/14R,10/18R,10/24R,09/26R,09/30R,10/02R,10/05R,10/09R,-4444R,-4444R,-4444R,-4444R,-4444R,05/02R,04/30R,04/27R,04/23R,04/18R,05/18R,05/14R,05/10R,05/06R,04/30R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00171628,04928,Corinna,10/18S,10/21S,10/24S,10/30S,11/03S,10/07S,10/09S,10/12S,10/15S,10/21S,09/28S,09/30S,10/01S,10/04S,10/08S,04/19S,04/16S,04/12S,04/09S,04/06S,05/01S,04/29S,04/27S,04/24S,04/19S,05/13S,05/11S,05/08S,05/05S,05/01S
USC00171833,04424,Danforth,10/21R,10/24R,10/27R,10/31R,11/04R,10/07R,10/09R,10/12R,10/16R,10/21R,09/27R,09/30R,10/01R,10/04R,10/07R,04/18R,04/15R,04/11R,04/08R,04/05R,05/05R,05/02R,04/29R,04/25R,04/20R,05/19R,05/16R,05/13R,05/09R,05/04R
USC00171975,04426,Dover Foxcroft,10/19S,10/22S,10/25S,10/30S,11/04S,10/06S,10/09S,10/12S,10/15S,10/21S,09/26S,09/29S,10/01S,10/04S,10/08S,04/22S,04/19S,04/16S,04/12S,04/08S,05/03S,05/01S,04/29S,04/26S,04/22S,05/17S,05/14S,05/11S,05/07S,05/02S
USC00172048,04222,Durham,10/27R,10/30R,11/02R,11/06R,11/12R,10/13R,10/16R,10/19R,10/23R,10/31R,10/03R,10/05R,10/07R,10/11R,10/15R,04/12R,04/09R,04/06R,04/04R,04/01R,04/28R,04/26R,04/23R,04/20R,04/15R,05/11R,05/08R,05/05R,05/03R,04/29R
USC00172238,04029,Sebago,10/19S,10/22S,10/25S,10/31S,11/04S,10/07S,10/09S,10/12S,10/15S,10/20S,09/28S,09/30S,10/01S,10/04S,10/08S,04/19S,04/16S,04/13S,04/09S,04/05S,05/03S,04/30S,04/28S,04/25S,04/21S,05/16S,05/13S,05/11S,05/07S,05/04S
USC00172426,04631,Eastport,11/16R,11/19R,11/22R,11/25R,11/29R,11/03R,11/06R,11/08R,11/12R,11/17R,10/21R,10/24R,10/27R,10/31R,11/03R,04/03R,04/01R,03/30R,03/26R,03/21R,04/13R,04/10R,04/07R,04/05R,04/02R,04/28R,04/26R,04/23R,04/20R,04/14R
USC00172620,04605,Ellsworth,11/06R,11/09R,11/13R,11/17R,11/22R,10/24R,10/27R,10/30R,11/02R,11/06R,10/11R,10/13R,10/16R,10/20R,10/25R,04/08R,04/06R,04/04R,04/02R,03/30R,04/22R,04/20R,04/17R,04/14R,04/09R,05/05R,05/02R,04/30R,04/28R,04/24R
USC00172700,04936,Eustis,10/14R,10/17R,10/20R,10/24R,10/30R,10/01R,10/04R,10/07R,10/10R,10/14R,09/18R,09/21R,09/24R,09/28R,10/02R,04/27R,04/24R,04/22R,04/18R,04/12R,05/11R,05/08R,05/05R,05/02R,04/28R,05/25R,05/22R,05/19R,05/16R,05/12R
USC00172765,04938,Farmington,10/19C,10/21C,10/25C,10/29C,11/03C,10/06C,10/08C,10/11C,10/15C,10/20C,09/25C,09/28C,10/01C,10/03C,10/06C,04/19C,04/15C,04/12C,04/08C,04/05C,05/03C,05/01C,04/28C,04/25C,04/20C,05/18C,05/15C,05/12C,05/09C,05/04C
USC00172878,04743,Fort Kent,10/12S,10/15S,10/18S,10/21S,10/25S,10/02S,10/04S,10/06S,10/09S,10/13S,09/22S,09/24S,09/27S,09/30S,10/03S,04/29S,04/26S,04/24S,04/20S,04/15S,05/11S,05/09S,05/05S,05/02S,04/28S,05/26S,05/23S,05/20S,05/17S,05/11S
