Station,Zip,Location,ann-tmin-prbfst-t24Fp50.txt,ann-tmin-prbfst-t24Fp60.txt,ann-tmin-prbfst-t24Fp70.txt,ann-tmin-prbfst-t24Fp80.txt,ann-tmin-prbfst-t24Fp90.txt,ann-tmin-prbfst-t28Fp50.txt,ann-tmin-prbfst-t28Fp60.txt,ann-tmin-prbfst-t28Fp70.txt,ann-tmin-prbfst-t28Fp80.txt,ann-tmin-prbfst-t28Fp90.txt,ann-tmin-prbfst-t32Fp50.txt,ann-tmin-prbfst-t32Fp60.txt,ann-tmin-prbfst-t32Fp70.txt,ann-tmin-prbfst-t32Fp80.txt,ann-tmin-prbfst-t32Fp90.txt,ann-tmin-prblst-t24Fp50.txt,ann-tmin-prblst-t24Fp60.txt,ann-tmin-prblst-t24Fp70.txt,ann-tmin-prblst-t24Fp80.txt,ann-tmin-prblst-t24Fp90.txt,ann-tmin-prblst-t28Fp50.txt,ann-tmin-prblst-t28Fp60.txt,ann-tmin-prblst-t28Fp70.txt,ann-tmin-prblst-t28Fp80.txt,ann-tmin-prblst-t28Fp90.txt,ann-tmin-prblst-t32Fp50.txt,ann-tmin-prblst-t32Fp60.txt,ann-tmin-prblst-t32Fp70.txt,ann-tmin-prblst-t32Fp80.txt,ann-tmin-prblst-t32Fp90.txt
USC00243089,59544,Whitewater,10/10R,10/13R,10/16R,10/20R,10/24R,09/30R,10/02R,10/05R,10/09R,10/14R,09/21R,09/24R,09/26R,09/30R,10/04R,04/24R,04/22R,04/19R,04/15R,04/09R,05/04R,05/02R,04/30R,04/27R,04/22R,05/17R,05/14R,05/11R,05/07R,05/03R
USC00243098,59327,Forsyth,10/14S,10/18S,10/21S,10/24S,10/28S,10/04S,10/07S,10/10S,10/14S,10/18S,09/26S,09/29S,10/01S,10/04S,10/07S,04/20S,04/17S,04/13S,04/09S,04/03S,05/01S,04/29S,04/26S,04/22S,04/18S,05/11S,05/09S,05/06S,05/03S,04/30S
USC00243110,59501,Havre,10/11S,10/14S,10/17S,10/21S,10/26S,10/02S,10/04S,10/07S,10/11S,10/16S,09/23S,09/26S,09/28S,10/01S,10/05S,04/20S,04/17S,04/14S,04/10S,04/05S,05/02S,04/30S,04/27S,04/23S,04/18S,05/14S,05/11S,05/08S,05/05S,05/01S
USC00243113,59442,Fort Benton,10/06S,10/08S,10/12S,10/15S,10/19S,09/28S,09/30S,10/02S,10/05S,10/10S,09/19S,09/22S,09/24S,09/27S,10/01S,04/25S,04/22S,04/20S,04/16S,04/11S,05/05S,05/03S,05/01S,04/28S,04/23S,05/17S,05/14S,05/12S,05/08S,05/05S
USC00243139,59917,Eureka,10/04R,10/07R,10/12R,10/17R,10/23R,09/24R,09/27R,10/01R,10/03R,10/08R,09/10R,09/13R,09/17R,09/21R,09/27R,04/23R,04/19R,04/16R,04/11R,04/05R,05/08R,05/05R,05/02R,04/29R,04/24R,05/26R,05/22R,05/18R,05/15R,05/10R
USC00243176,59223,Fort Peck,10/18S,10/22S,10/25S,10/28S,11/01S,10/07S,10/10S,10/13S,10/17S,10/22S,09/28S,10/01S,10/03S,10/06S,10/11S,04/19S,04/15S,04/12S,04/09S,04/04S,04/29S,04/26S,04/23S,04/20S,04/15S,05/09S,05/07S,05/04S,05/01S,04/27S
USC00243378,59030,Gardiner,10/17R,10/21R,10/24R,10/28R,11/01R,10/05R,10/08R,10/11R,10/16R,10/21R,09/24R,09/26R,09/29R,10/02R,10/07R,04/26R,04/22R,04/19R,04/14R,04/08R,05/07R,05/04R,05/02R,04/29R,04/23R,05/21R,05/18R,05/14R,05/10R,05/05R
USC00243445,59446,Geraldine,10/11R,10/14R,10/17R,10/20R,10/24R,10/02R,10/04R,10/07R,10/11R,10/15R,09/24R,09/26R,09/29R,10/01R,10/05R,04/23R,04/20R,04/16R,04/11R,04/06R,05/04R,05/02R,04/29R,04/25R,04/20R,05/17R,05/14R,05/11R,05/07R,05/03R
USC00243530,59525,Gildford,10/05S,10/08S,10/12S,10/15S,10/19S,09/27S,09/30S,10/02S,10/05S,10/09S,09/18S,09/21S,09/23S,09/26S,10/01S,04/28S,04/25S,04/22S,04/18S,04/13S,05/07S,05/04S,05/02S,04/29S,04/25S,05/19S,05/17S,05/14S,05/11S,05/06S
USC00243557,59230,Glasgow,10/16R,10/19R,10/22R,10/25R,10/28R,10/05R,10/08R,10/11R,10/15R,10/19R,09/27R,09/30R,10/02R,10/05R,10/09R,04/15R,04/12R,04/09R,04/05R,04/01R,04/25R,04/22R,04/20R,04/16R,04/12R,05/05R,05/03R,05/01R,04/28R,04/23R
USC00243570,59725,Dillon,09/20S,09/22S,09/25S,09/28S,10/02S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,05/16S,05/13S,05/10S,05/07S,05/04S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00243581,59330,Glendive,10/21S,10/24S,10/28S,10/31S,11/05S,10/12S,10/15S,10/17S,10/21S,10/25S,10/02S,10/05S,10/08S,10/11S,10/16S,04/12S,04/09S,04/06S,04/03S,03/30S,04/23S,04/20S,04/16S,04/12S,04/08S,05/03S,05/01S,04/28S,04/24S,04/20S
USC00243617,59482,Sunburst,09/30S,10/02S,10/05S,10/08S,10/14S,09/20S,09/22S,09/25S,09/29S,10/03S,-4444S,-4444S,-4444S,-4444S,-4444S,05/07S,05/04S,05/01S,04/27S,04/21S,05/20S,05/17S,05/13S,05/09S,05/04S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00243727,59032,Grass Range,10/10S,10/13S,10/17S,10/20S,10/25S,10/01S,10/03S,10/06S,10/10S,10/15S,09/22S,09/24S,09/27S,09/30S,10/04S,04/23S,04/20S,04/17S,04/13S,04/08S,05/05S,05/02S,04/30S,04/27S,04/22S,05/20S,05/17S,05/14S,05/10S,05/05S
USC00243753,59404,Great Falls,10/12R,10/16R,10/19R,10/24R,10/29R,10/03R,10/06R,10/09R,10/13R,10/17R,09/25R,09/28R,10/01R,10/03R,10/07R,04/21R,04/18R,04/15R,04/11R,04/06R,05/03R,04/30R,04/28R,04/24R,04/19R,05/15R,05/12R,05/09R,05/06R,05/02R
USC00243885,59840,Hamilton,10/11R,10/15R,10/18R,10/21R,10/25R,10/01R,10/03R,10/05R,10/09R,10/14R,09/20R,09/22R,09/25R,09/29R,10/02R,04/19R,04/15R,04/11R,04/07R,04/01R,05/04R,05/01R,04/29R,04/25R,04/20R,05/19R,05/17R,05/13R,05/10R,05/05R
USC00243915,59034,Hardin,10/17S,10/20S,10/23S,10/26S,10/31S,10/06S,10/09S,10/13S,10/16S,10/21S,09/28S,09/30S,10/02S,10/05S,10/09S,04/17S,04/14S,04/10S,04/06S,04/02S,04/29S,04/26S,04/23S,04/20S,04/15S,05/10S,05/07S,05/04S,05/01S,04/27S
USC00243929,59526,Harlem,10/08S,10/11S,10/15S,10/18S,10/22S,09/30S,10/02S,10/05S,10/08S,10/12S,09/21S,09/23S,09/25S,09/28S,10/02S,04/25S,04/22S,04/19S,04/16S,04/11S,05/04S,05/02S,04/30S,04/27S,04/23S,05/16S,05/13S,05/10S,05/07S,05/03S
USC00243939,59078,Shawmut,10/01R,10/03R,10/05R,10/08R,10/12R,09/21R,09/23R,09/26R,09/28R,10/02R,09/12R,09/14R,09/17R,09/19R,09/22R,05/03R,05/01R,04/29R,04/25R,04/21R,05/14R,05/12R,05/09R,05/06R,05/03R,05/26R,05/24R,05/21R,05/18R,05/14R
USC00244007,59337,Jordan,09/29R,10/02R,10/05R,10/09R,10/15R,09/21R,09/23R,09/26R,09/29R,10/04R,09/13R,09/15R,09/17R,09/20R,09/24R,05/01R,04/29R,04/26R,04/23R,04/18R,05/11R,05/09R,05/06R,05/03R,04/29R,05/26R,05/22R,05/18R,05/15R,05/10R
USC00244038,59758,West Yellowsto,10/04S,10/07S,10/11S,10/15S,10/19S,09/23S,09/25S,09/28S,10/01S,10/05S,-4444S,-4444S,-4444S,-4444S,-4444S,05/10S,05/08S,05/05S,05/03S,04/30S,05/26S,05/23S,05/20S,05/15S,05/11S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00244084,59844,Heron,10/18S,10/23S,10/27S,11/01S,11/09S,10/01S,10/04S,10/07S,10/13S,10/19S,-4444S,-4444S,-4444S,-4444S,-4444S,04/18S,04/13S,04/08S,04/03S,03/27S,05/06S,05/03S,04/30S,04/27S,04/21S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00244180,59241,Hinsdale,10/20R,10/23R,10/26R,10/29R,11/03R,10/10R,10/13R,10/17R,10/20R,10/25R,10/01R,10/03R,10/05R,10/09R,10/14R,04/14R,04/11R,04/08R,04/04R,03/31R,04/28R,04/24R,04/21R,04/16R,04/11R,05/08R,05/05R,05/03R,04/30R,04/25R
USC00244241,59648,Wolf Creek,10/16S,10/20S,10/23S,10/28S,11/02S,10/03S,10/06S,10/10S,10/14S,10/19S,09/22S,09/25S,09/28S,10/01S,10/05S,04/23S,04/20S,04/16S,04/11S,04/05S,05/05S,05/03S,04/30S,04/26S,04/21S,05/19S,05/16S,05/12S,05/08S,05/04S
USC00244297,59845,Hot Springs,10/16R,10/19R,10/23R,10/27R,11/01R,10/05R,10/07R,10/10R,10/14R,10/19R,09/26R,09/28R,10/01R,10/04R,10/07R,04/13R,04/09R,04/05R,03/31R,03/27R,04/30R,04/27R,04/24R,04/21R,04/17R,05/14R,05/11R,05/08R,05/05R,05/01R
USC00244328,59901,Kalispell,10/28S,11/01S,11/03S,11/08S,11/15S,10/13S,10/17S,10/20S,10/25S,10/30S,09/30S,10/02S,10/05S,10/08S,10/14S,04/13S,04/09S,04/05S,04/01S,03/25S,04/27S,04/23S,04/19S,04/14S,04/08S,05/13S,05/09S,05/06S,05/02S,04/27S
USC00244345,59006,Ballantine,10/11S,10/14S,10/17S,10/20S,10/25S,10/01S,10/03S,10/05S,10/09S,10/14S,09/22S,09/24S,09/27S,09/29S,10/03S,04/23S,04/20S,04/16S,04/12S,04/07S,05/04S,05/02S,04/30S,04/26S,04/22S,05/16S,05/14S,05/11S,05/08S,05/04S
USC00244358,59038,Hysham,10/13S,10/16S,10/19S,10/23S,10/27S,10/03S,10/05S,10/08S,10/12S,10/16S,09/25S,09/27S,09/30S,10/02S,10/05S,04/22S,04/19S,04/15S,04/11S,04/06S,05/03S,05/01S,04/28S,04/24S,04/20S,05/15S,05/12S,05/09S,05/06S,05/01S
USC00244364,59010,Bighorn,10/04S,10/07S,10/10S,10/14S,10/19S,09/25S,09/27S,09/30S,10/03S,10/07S,09/15S,09/18S,09/21S,09/24S,09/28S,05/02S,04/30S,04/27S,04/23S,04/18S,05/15S,05/12S,05/09S,05/05S,05/01S,05/29S,05/26S,05/22S,05/19S,05/14S
USC00244368,59520,Big Sandy,10/12R,10/15R,10/18R,10/21R,10/26R,10/02R,10/05R,10/09R,10/12R,10/16R,09/24R,09/26R,09/29R,10/01R,10/06R,04/20R,04/17R,04/13R,04/09R,04/05R,05/01R,04/29R,04/26R,04/23R,04/18R,05/13R,05/10R,05/08R,05/05R,05/01R
USC00244386,59039,Ingomar,10/09S,10/12S,10/15S,10/18S,10/23S,10/01S,10/03S,10/05S,10/08S,10/13S,09/23S,09/25S,09/27S,09/30S,10/04S,04/23S,04/20S,04/17S,04/12S,04/07S,05/03S,05/01S,04/29S,04/25S,04/20S,05/15S,05/12S,05/09S,05/05S,05/02S
USC00244447,59736,Jackson,09/14R,09/17R,09/20R,09/23R,09/28R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,05/22R,05/19R,05/16R,05/12R,05/07R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00244506,59041,Joliet,10/10S,10/14S,10/17S,10/21S,10/25S,10/01S,10/03S,10/06S,10/09S,10/14S,09/22S,09/24S,09/27S,09/30S,10/03S,04/25S,04/22S,04/20S,04/16S,04/11S,05/07S,05/04S,05/01S,04/29S,04/24S,05/22S,05/19S,05/15S,05/11S,05/06S
USC00244512,59531,Joplin,10/07S,10/10S,10/13S,10/17S,10/21S,09/28S,10/01S,10/03S,10/06S,10/11S,09/19S,09/22S,09/24S,09/27S,10/01S,04/26S,04/23S,04/20S,04/16S,04/10S,05/06S,05/03S,05/01S,04/28S,04/23S,05/19S,05/16S,05/13S,05/10S,05/05S
USC00244522,59337,Jordan,10/01R,10/03R,10/06R,10/10R,10/15R,09/23R,09/25R,09/27R,10/01R,10/04R,09/15R,09/17R,09/20R,09/22R,09/26R,04/27R,04/24R,04/21R,04/18R,04/12R,05/07R,05/04R,05/02R,04/29R,04/25R,05/19R,05/17R,05/14R,05/11R,05/06R
USC00244530,59337,Jordan,09/30R,10/03R,10/06R,10/11R,10/16R,09/22R,09/24R,09/27R,09/30R,10/05R,09/14R,09/17R,09/19R,09/22R,09/26R,04/28R,04/25R,04/21R,04/17R,04/10R,05/10R,05/07R,05/04R,04/30R,04/26R,05/23R,05/20R,05/16R,05/13R,05/09R
USC00244545,59453,Judith Gap,10/02S,10/05S,10/08S,10/12S,10/17S,09/23S,09/25S,09/28S,10/01S,10/05S,-4444S,-4444S,-4444S,-4444S,-4444S,05/09S,05/06S,05/03S,04/30S,04/25S,05/23S,05/20S,05/17S,05/14S,05/09S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00244558,59901,Kalispell,10/07S,10/10S,10/13S,10/17S,10/21S,09/27S,09/30S,10/02S,10/04S,10/09S,-4444S,-4444S,-4444S,-4444S,-4444S,04/25S,04/21S,04/17S,04/12S,04/04S,05/10S,05/07S,05/04S,05/01S,04/26S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00244954,59645,White Sulphur,09/23S,09/26S,09/29S,10/02S,10/07S,09/13S,09/15S,09/18S,09/21S,09/25S,-4444S,-4444S,-4444S,-4444S,-4444S,05/18S,05/15S,05/12S,05/09S,05/04S,06/02S,05/30S,05/26S,05/22S,05/18S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00245000,59923,Libby,10/15R,10/18R,10/22R,10/26R,11/01R,10/03R,10/05R,10/08R,10/12R,10/17R,09/21R,09/24R,09/27R,09/30R,10/03R,04/11R,04/07R,04/03R,03/31R,03/25R,05/02R,04/30R,04/27R,04/23R,04/18R,05/19R,05/16R,05/13R,05/09R,05/04R
USC00245011,59923,Libby,10/22R,10/26R,10/31R,11/04R,11/13R,10/07R,10/11R,10/16R,10/20R,10/25R,09/29R,10/01R,10/04R,10/06R,10/12R,04/11R,04/07R,04/03R,03/31R,03/24R,04/29R,04/26R,04/22R,04/18R,04/12R,05/15R,05/12R,05/09R,05/06R,05/02R
USC00245015,59923,Libby,10/19S,10/24S,10/29S,11/03S,11/13S,10/02S,10/05S,10/09S,10/15S,10/22S,09/17S,09/20S,09/24S,09/28S,10/03S,04/21S,04/17S,04/12S,04/05S,03/30S,05/09S,05/06S,05/02S,04/29S,04/25S,05/27S,05/24S,05/20S,05/17S,05/11S
USC00245020,59923,Libby,09/15S,09/18S,09/22S,09/26S,10/01S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,05/14S,05/10S,05/07S,05/04S,04/29S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00245030,59739,Lima,09/22S,09/24S,09/27S,10/01S,10/05S,09/12S,09/15S,09/18S,09/20S,09/25S,-4444S,-4444S,-4444S,-4444S,-4444S,05/20S,05/17S,05/13S,05/10S,05/06S,06/09S,06/06S,06/02S,05/29S,05/22S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00245043,59868,Seeley Lake,10/14S,10/17S,10/20S,10/24S,10/29S,10/01S,10/04S,10/07S,10/10S,10/15S,09/18S,09/22S,09/25S,09/28S,10/03S,04/19S,04/16S,04/12S,04/09S,04/05S,05/05S,05/03S,04/30S,04/27S,04/22S,05/23S,05/21S,05/17S,05/14S,05/09S
USC00245080,59047,Livingston,10/08S,10/12S,10/17S,10/21S,10/27S,09/28S,10/01S,10/03S,10/07S,10/13S,09/17S,09/19S,09/22S,09/26S,09/30S,04/28S,04/24S,04/21S,04/17S,04/11S,05/11S,05/08S,05/05S,05/02S,04/28S,05/30S,05/26S,05/22S,05/17S,05/12S
USC00245153,59460,Loma,10/06C,10/10C,10/13C,10/16C,10/20C,09/28C,10/01C,10/03C,10/05C,10/10C,09/19C,09/21C,09/24C,09/26C,09/30C,04/25C,04/22C,04/19C,04/14C,04/09C,05/06C,05/04C,05/01C,04/28C,04/23C,05/19C,05/16C,05/14C,05/11C,05/06C
USC00245285,59225,Frazer,10/08R,10/12R,10/15R,10/19R,10/24R,09/30R,10/02R,10/05R,10/08R,10/13R,09/22R,09/25R,09/27R,09/30R,10/04R,04/26R,04/23R,04/20R,04/16R,04/11R,05/06R,05/03R,05/01R,04/28R,04/23R,05/16R,05/14R,05/11R,05/08R,05/04R
USC00245334,59538,Malta,10/13R,10/17R,10/20R,10/23R,10/27R,10/04R,10/06R,10/10R,10/13R,10/18R,09/26R,09/29R,10/01R,10/04R,10/08R,04/15R,04/12R,04/09R,04/05R,04/01R,04/27R,04/23R,04/21R,04/17R,04/12R,05/07R,05/05R,05/03R,04/30R,04/26R
USC00245338,59538,Malta,10/09S,10/12S,10/15S,10/19S,10/23S,09/30S,10/02S,10/05S,10/08S,10/13S,09/21S,09/24S,09/26S,09/29S,10/03S,04/20S,04/17S,04/14S,04/10S,04/05S,05/01S,04/28S,04/25S,04/22S,04/18S,05/12S,05/09S,05/07S,05/04S,05/01S
USC00245340,59546,Zortman,10/04S,10/07S,10/10S,10/14S,10/19S,09/26S,09/29S,10/01S,10/04S,10/08S,09/20S,09/22S,09/24S,09/26S,09/30S,04/24S,04/21S,04/17S,04/12S,04/06S,05/04S,05/01S,04/29S,04/25S,04/20S,05/17S,05/14S,05/11S,05/07S,05/02S
USC00245387,59053,Martinsdale,10/01S,10/03S,10/05S,10/09S,10/15S,09/19S,09/22S,09/24S,09/27S,10/01S,-4444S,-4444S,-4444S,-4444S,-4444S,05/09S,05/06S,05/04S,05/01S,04/26S,05/22S,05/19S,05/16S,05/13S,05/09S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00245572,59247,Medicine Lake,09/30S,10/03S,10/06S,10/10S,10/15S,09/23S,09/25S,09/27S,09/30S,10/05S,09/16S,09/18S,09/20S,09/23S,09/26S,04/29S,04/26S,04/23S,04/19S,04/15S,05/07S,05/04S,05/02S,04/29S,04/25S,05/18S,05/15S,05/13S,05/09S,05/05S
USC00245596,59059,Musselshell,10/17S,10/19S,10/23S,10/26S,10/30S,10/05S,10/08S,10/12S,10/16S,10/20S,09/27S,09/29S,10/02S,10/05S,10/09S,04/19S,04/15S,04/12S,04/07S,04/03S,05/01S,04/28S,04/25S,04/21S,04/16S,05/12S,05/09S,05/06S,05/03S,04/29S
USC00245603,59011,Big Timber,10/01R,10/03R,10/06R,10/09R,10/15R,09/21R,09/24R,09/26R,09/30R,10/04R,-4444R,-4444R,-4444R,-4444R,-4444R,05/09R,05/06R,05/03R,04/30R,04/26R,05/22R,05/20R,05/17R,05/14R,05/09R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00245668,59341,Mildred,10/04S,10/08S,10/12S,10/16S,10/21S,09/25S,09/28S,10/01S,10/05S,10/10S,09/16S,09/19S,09/22S,09/26S,10/01S,04/30S,04/27S,04/24S,04/20S,04/15S,05/10S,05/07S,05/04S,05/01S,04/26S,05/22S,05/19S,05/16S,05/13S,05/08S
USC00245712,59645,White Sulphur,09/29R,10/01R,10/04R,10/07R,10/12R,09/19R,09/21R,09/24R,09/26R,09/30R,-4444R,-4444R,-4444R,-4444R,-4444R,05/07R,05/04R,05/02R,04/29R,04/23R,05/24R,05/20R,05/17R,05/13R,05/08R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00245735,59802,Missoula,10/22S,10/24S,10/27S,10/30S,11/05S,10/08S,10/11S,10/14S,10/18S,10/21S,09/27S,09/29S,10/02S,10/05S,10/10S,04/13S,04/08S,04/03S,03/30S,03/22S,05/01S,04/29S,04/25S,04/21S,04/16S,05/17S,05/14S,05/11S,05/07S,05/02S
USC00245754,59336,Ismay,09/28S,10/01S,10/03S,10/06S,10/10S,09/19S,09/22S,09/25S,09/28S,10/02S,09/11S,09/13S,09/16S,09/19S,09/24S,05/04S,05/01S,04/28S,04/25S,04/20S,05/15S,05/12S,05/09S,05/06S,05/01S,05/28S,05/24S,05/21S,05/18S,05/13S
USC00245761,59462,Moccasin,10/08C,10/12C,10/16C,10/19C,10/25C,09/30C,10/02C,10/05C,10/09C,10/14C,09/20C,09/22C,09/25C,09/29C,10/03C,04/30C,04/27C,04/24C,04/20C,04/15C,05/11C,05/08C,05/05C,05/02C,04/28C,05/25C,05/21C,05/18C,05/15C,05/10C
USC00245870,59062,Otter,10/10S,10/14S,10/17S,10/21S,10/26S,10/01S,10/03S,10/06S,10/09S,10/15S,09/22S,09/24S,09/27S,09/30S,10/04S,04/25S,04/22S,04/18S,04/14S,04/08S,05/05S,05/03S,04/30S,04/27S,04/23S,05/17S,05/14S,05/12S,05/08S,05/04S
USC00245872,59318,Brusett,10/20R,10/23R,10/26R,10/30R,11/04R,10/10R,10/13R,10/16R,10/19R,10/24R,10/01R,10/03R,10/06R,10/09R,10/14R,04/14R,04/10R,04/06R,04/03R,03/29R,04/27R,04/24R,04/21R,04/17R,04/11R,05/10R,05/07R,05/04R,05/01R,04/26R
USC00245961,59028,Fishtail,10/04S,10/07S,10/12S,10/17S,10/23S,09/26S,09/29S,10/02S,10/06S,10/12S,09/18S,09/21S,09/23S,09/27S,10/01S,05/05S,05/02S,04/30S,04/27S,04/20S,05/17S,05/14S,05/10S,05/06S,05/02S,06/01S,05/29S,05/25S,05/21S,05/16S
USC00245983,59248,Nashua,10/12R,10/15R,10/18R,10/21R,10/25R,10/02R,10/04R,10/07R,10/10R,10/15R,09/24R,09/26R,09/29R,10/02R,10/05R,04/20R,04/17R,04/14R,04/10R,04/06R,05/01R,04/29R,04/25R,04/21R,04/16R,05/11R,05/08R,05/05R,05/02R,04/29R
USC00246008,59463,Monarch,10/02R,10/05R,10/08R,10/12R,10/17R,09/22R,09/25R,09/27R,10/01R,10/05R,-4444R,-4444R,-4444R,-4444R,-4444R,05/07R,05/04R,05/01R,04/28R,04/22R,05/23R,05/19R,05/16R,05/13R,05/08R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00246157,59729,Ennis,11/03S,11/07S,11/11S,11/16S,11/22S,10/24S,10/27S,10/31S,11/04S,11/10S,10/12S,10/15S,10/19S,10/22S,10/26S,04/03S,03/31S,03/27S,03/21S,03/14S,04/15S,04/11S,04/07S,04/03S,03/29S,04/30S,04/26S,04/22S,04/18S,04/12S
USC00246190,59028,Fishtail,10/04S,10/08S,10/12S,10/17S,10/23S,09/26S,09/29S,10/01S,10/04S,10/11S,-4444S,-4444S,-4444S,-4444S,-4444S,05/01S,04/28S,04/24S,04/20S,04/14S,05/13S,05/10S,05/07S,05/03S,04/29S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00246218,59937,Whitefish,09/25S,09/28S,10/01S,10/03S,10/08S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,05/09S,05/06S,05/03S,04/30S,04/26S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00246236,59250,Opheim,09/26S,09/28S,10/01S,10/04S,10/09S,09/17S,09/20S,09/22S,09/25S,09/29S,-4444S,-4444S,-4444S,-4444S,-4444S,05/10S,05/07S,05/04S,05/01S,04/27S,05/20S,05/17S,05/15S,05/11S,05/07S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00246304,59843,Helmville,09/19S,09/22S,09/25S,09/28S,10/02S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,05/13S,05/11S,05/08S,05/05S,05/01S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00246472,59858,Philipsburg,09/24S,09/27S,09/30S,10/03S,10/09S,09/12S,09/15S,09/18S,09/21S,09/25S,-4444S,-4444S,-4444S,-4444S,-4444S,05/13S,05/10S,05/06S,05/03S,04/29S,05/30S,05/27S,05/22S,05/18S,05/13S,-4444S,-4444S,-4444S,-4444S,-4444S
USC00246586,59254,Plentywood,09/30R,10/03R,10/06R,10/10R,10/14R,09/23R,09/25R,09/27R,09/30R,10/04R,09/15R,09/17R,09/19R,09/21R,09/25R,05/01R,04/28R,04/25R,04/21R,04/15R,05/10R,05/07R,05/05R,05/02R,04/28R,05/21R,05/18R,05/15R,05/12R,05/08R
USC00246615,59916,Essex,09/17R,09/21R,09/25R,09/29R,10/03R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,05/16R,05/12R,05/09R,05/05R,04/30R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R,-4444R
USC00246635,59860,Polson,10/26S,10/30S,11/02S,11/06S,11/12S,10/13S,10/16S,10/19S,10/23S,10/29S,10/02S,10/04S,10/07S,10/11S,10/16S,04/07S,04/03S,03/31S,03/26S,03/17S,04/28S,04/24S,04/20S,04/15S,04/08S,05/11S,05/08S,05/05S,05/02S,04/28S
USC00246640,59860,Polson,10/26S,10/29S,11/01S,11/06S,11/13S,10/12S,10/15S,10/18S,10/22S,10/27S,10/01S,10/03S,10/05S,10/09S,10/14S,04/03S,03/31S,03/28S,03/22S,03/14S,04/24S,04/20S,04/17S,04/11S,04/05S,05/09S,05/06S,05/03S,04/30S,04/26S
USC00246647,59088,Worden,10/17R,10/20R,10/23R,10/26R,10/29R,10/07R,10/10R,10/13R,10/16R,10/20R,09/28R,09/30R,10/02R,10/05R,10/09R,04/22R,04/19R,04/16R,04/12R,04/07R,05/02R,04/30R,04/28R,04/24R,04/20R,05/14R,05/11R,05/08R,05/04R,04/30R
USC00246655,59721,Cardwell,10/10R,10/14R,10/17R,10/20R,10/24R,10/01R,10/03R,10/06R,10/09R,10/14R,09/20R,09/23R,09/26R,09/30R,10/04R,04/28R,04/25R,04/21R,04/17R,04/12R,05/11R,05/08R,05/05R,05/01R,04/27R,05/28R,05/24R,05/20R,05/16R,05/11R
USC00246672,59537,Loring,10/08R,10/11R,10/14R,10/18R,10/23R,09/30R,10/02R,10/04R,10/07R,10/12R,09/22R,09/24R,09/26R,09/29R,10/03R,04/28R,04/24R,04/21R,04/16R,04/11R,05/07R,05/04R,05/02R,04/29R,04/23R,05/19R,05/16R,05/12R,05/09R,05/04R
USC00246691,59351,Volborg,10/08S,10/11S,10/15S,10/19S,10/23S,09/29S,10/01S,10/04S,10/07S,10/13S,09/20S,09/23S,09/25S,09/29S,10/03S,04/27S,04/24S,04/21S,04/17S,04/12S,05/07S,05/04S,05/02S,04/29S,04/24S,05/17S,05/15S,05/12S,05/08S,05/04S
USC00246862,59067,Rapelje,10/10R,10/13R,10/16R,10/20R,10/24R,10/01R,10/03R,10/05R,10/09R,10/14R,09/21R,09/23R,09/26R,09/29R,10/03R,04/27R,04/24R,04/21R,04/17R,04/11R,05/09R,05/07R,05/04R,05/01R,04/26R,05/24R,05/21R,05/18R,05/15R,05/10R
USC00246893,59254,Plentywood,10/07S,10/11S,10/14S,10/17S,10/22S,09/29S,10/01S,10/04S,10/07S,10/12S,09/22S,09/24S,09/26S,09/29S,10/03S,04/28S,04/25S,04/22S,04/17S,04/12S,05/08S,05/05S,05/02S,04/29S,04/24S,05/18S,05/15S,05/12S,05/09S,05/04S
